Mombasa,Kenya,"MOMBASA, KE",GHCND:KE000063820,"{'jan': 0.9, 'feb': 0.35, 'mar': 3.4, 'apr': 7.3, 'may': 12.45, 'jun': 7.95, 'jul': 6.55, 'aug': 7.05, 'sep': 6.3, 'oct': 8.15, 'nov': 6.45, 'dec': 3.2}","{'jan': 13.205000000000002, 'feb': 4.145, 'mar': 42.175, 'apr': 76.06499999999998, 'may': 207.06000000000003, 'jun': 72.81999999999995, 'jul': 37.97000000000001, 'aug': 36.80000000000002, 'sep': 49.46000000000002, 'oct': 113.38499999999999, 'nov': 82.60499999999999, 'dec': 43.68999999999998}"
Nairobi,Kenya,"JOMO KENYATTA INTERNATIONAL, KE",GHCND:KE000063740,"{'jan': 3.25, 'feb': 2.65, 'mar': 6.2, 'apr': 9.25, 'may': 6.35, 'jun': 2.3, 'jul': 1.3, 'aug': 1.25, 'sep': 1.75, 'oct': 4.35, 'nov': 10.75, 'dec': 5.85}","{'jan': 40.93000000000001, 'feb': 47.050000000000004, 'mar': 65.73999999999997, 'apr': 114.14499999999995, 'may': 84.48999999999997, 'jun': 18.560000000000006, 'jul': 11.970000000000002, 'aug': 20.73, 'sep': 15.655000000000001, 'oct': 34.08, 'nov': 93.02499999999992, 'dec': 69.08499999999997}"
Garissa,Kenya,"GARISSA, KE",GHCND:KE000063723,"{'jan': 0.65, 'feb': 0.15, 'mar': 1.4, 'apr': 2.9, 'may': 0.7, 'jun': 0.45, 'jul': 0.45, 'aug': 0.65, 'sep': 0.55, 'oct': 1.4, 'nov': 3.8, 'dec': 1.3}","{'jan': 4.81, 'feb': 6.045, 'mar': 21.1, 'apr': 40.074999999999996, 'may': 9.655, 'jun': 1.9349999999999998, 'jul': 18.095, 'aug': 10.315000000000001, 'sep': 2.34, 'oct': 12.395, 'nov': 51.1, 'dec': 13.565000000000001}"
Lodwar,Kenya,"LODWAR, KE",GHCND:KE000063612,"{'jan': 0.7, 'feb': 0.25, 'mar': 1.95, 'apr': 2.45, 'may': 1.65, 'jun': 0.9, 'jul': 1.15, 'aug': 1.25, 'sep': 0.7, 'oct': 1.15, 'nov': 1.7, 'dec': 0.85}","{'jan': 15.13, 'feb': 2.5149999999999997, 'mar': 19.465, 'apr': 34.12, 'may': 28.240000000000002, 'jun': 7.7700000000000005, 'jul': 13.445000000000002, 'aug': 21.46, 'sep': 22.044999999999998, 'oct': 8.925, 'nov': 28.209999999999997, 'dec': 20.619999999999997}"
Tripoli,Libya,"TRIPOLI AIRPORT, LY",GHCND:LYE00147744,"{'jan': 4.15, 'feb': 3.1, 'mar': 2.0, 'apr': 1.25, 'may': 0.5, 'jun': 0.0, 'jul': 0.15, 'aug': 0.1, 'sep': 1.15, 'oct': 1.85, 'nov': 2.75, 'dec': 4.05}","{'jan': 38.29, 'feb': 27.04000000000001, 'mar': 27.610000000000003, 'apr': 10.16, 'may': 7.3149999999999995, 'jun': 0.04, 'jul': 3.8049999999999997, 'aug': 0.225, 'sep': 7.914999999999999, 'oct': 14.125000000000004, 'nov': 25.02500000000001, 'dec': 27.740000000000002}"
Benghazi,Libya,"BENGHAZI BENINA, LY",GHCND:LYE00147747,"{'jan': 4.2, 'feb': 4.15, 'mar': 1.8, 'apr': 0.2, 'may': 0.55, 'jun': 0.0, 'jul': 0.05, 'aug': 0.05, 'sep': 0.55, 'oct': 0.9, 'nov': 1.8, 'dec': 4.85}","{'jan': 30.255000000000003, 'feb': 29.20000000000001, 'mar': 11.395, 'apr': 0.51, 'may': 2.2499999999999996, 'jun': 0.025, 'jul': 5.1049999999999995, 'aug': 0.05, 'sep': 3.4799999999999995, 'oct': 8.105, 'nov': 17.04, 'dec': 45.33999999999999}"
Fianarantsoa,Madagascar,"FIANARANTSOA, MA",GHCND:MAM00067137,"{'jan': 14.1, 'feb': 12.7, 'mar': 11.05, 'apr': 5.6, 'may': 3.8, 'jun': 4.3, 'jul': 4.7, 'aug': 3.05, 'sep': 1.75, 'oct': 2.9, 'nov': 6.4, 'dec': 11.5}","{'jan': 205.33, 'feb': 167.28, 'mar': 133.285, 'apr': 38.38500000000001, 'may': 14.350000000000003, 'jun': 17.135000000000012, 'jul': 23.085000000000026, 'aug': 7.079999999999998, 'sep': 8.165000000000003, 'oct': 22.245000000000005, 'nov': 75.31999999999996, 'dec': 144.72499999999997}"
Toamasina,Madagascar,"TOAMASINA, MA",GHCND:MA000067095,"{'jan': 16.6, 'feb': 13.75, 'mar': 17.1, 'apr': 14.75, 'may': 15.95, 'jun': 17.05, 'jul': 18.75, 'aug': 14.35, 'sep': 12.95, 'oct': 9.9, 'nov': 9.0, 'dec': 13.3}","{'jan': 388.79499999999996, 'feb': 334.46, 'mar': 405.57000000000016, 'apr': 302.8850000000001, 'may': 226.83999999999997, 'jun': 245.79999999999995, 'jul': 251.21500000000037, 'aug': 156.805, 'sep': 112.67499999999993, 'oct': 89.78999999999989, 'nov': 113.91999999999985, 'dec': 213.13999999999993}"
Antananarivo,Madagascar,"ANTSIRANANA, MA",GHCND:MA000067009,"{'jan': 11.35, 'feb': 10.15, 'mar': 8.7, 'apr': 4.2, 'may': 1.45, 'jun': 1.7, 'jul': 2.1, 'aug': 1.4, 'sep': 2.0, 'oct': 1.8, 'nov': 2.35, 'dec': 6.05}","{'jan': 186.09499999999997, 'feb': 138.03000000000003, 'mar': 130.42999999999995, 'apr': 38.78, 'may': 5.634999999999999, 'jun': 10.470000000000002, 'jul': 8.784999999999998, 'aug': 4.6850000000000005, 'sep': 7.305, 'oct': 5.624999999999998, 'nov': 30.46, 'dec': 81.35999999999997}"
Antsiranana,Madagascar,"ANTSIRANANA, MA",GHCND:MA000067009,"{'jan': 11.35, 'feb': 10.15, 'mar': 8.7, 'apr': 4.2, 'may': 1.45, 'jun': 1.7, 'jul': 2.1, 'aug': 1.4, 'sep': 2.0, 'oct': 1.8, 'nov': 2.35, 'dec': 6.05}","{'jan': 186.09499999999997, 'feb': 138.03000000000003, 'mar': 130.42999999999995, 'apr': 38.78, 'may': 5.634999999999999, 'jun': 10.470000000000002, 'jul': 8.784999999999998, 'aug': 4.6850000000000005, 'sep': 7.305, 'oct': 5.624999999999998, 'nov': 30.46, 'dec': 81.35999999999997}"
Mahajanga,Madagascar,"PHILIBERT TSIRANANA, MA",GHCND:MAM00067027,"{'jan': 16.65, 'feb': 13.4, 'mar': 9.4, 'apr': 2.55, 'may': 0.25, 'jun': 0.3, 'jul': 0.25, 'aug': 0.05, 'sep': 0.35, 'oct': 1.35, 'nov': 4.75, 'dec': 9.5}","{'jan': 425.39500000000015, 'feb': 243.09500000000008, 'mar': 169.05499999999992, 'apr': 47.085, 'may': 1.31, 'jun': 1.6649999999999998, 'jul': 1.3800000000000001, 'aug': 0.05, 'sep': 1.64, 'oct': 11.99, 'nov': 112.075, 'dec': 158.89999999999995}"
Toliara,Madagascar,"TOLIARA, MA",GHCND:MA000067161,"{'jan': 2.95, 'feb': 2.5, 'mar': 1.3, 'apr': 0.6, 'may': 0.5, 'jun': 0.65, 'jul': 0.35, 'aug': 0.0, 'sep': 0.35, 'oct': 0.2, 'nov': 0.15, 'dec': 0.9}","{'jan': 66.805, 'feb': 22.845000000000002, 'mar': 24.460000000000008, 'apr': 4.000000000000001, 'may': 4.114999999999999, 'jun': 4.7299999999999995, 'jul': 1.3800000000000003, 'aug': 0.0, 'sep': 2.09, 'oct': 0.3, 'nov': 1.1800000000000002, 'dec': 10.04}"
Karonga,Malawi,"CHITIPA, MI",GHCND:MI000067421,"{'jan': 18.8, 'feb': 17.05, 'mar': 16.2, 'apr': 8.25, 'may': 1.55, 'jun': 0.15, 'jul': 0.1, 'aug': 0.0, 'sep': 0.1, 'oct': 0.55, 'nov': 6.45, 'dec': 16.55}","{'jan': 221.02500000000046, 'feb': 215.99000000000046, 'mar': 184.9900000000003, 'apr': 55.57999999999989, 'may': 9.46, 'jun': 0.53, 'jul': 0.26, 'aug': 0.0, 'sep': 0.6950000000000001, 'oct': 6.534999999999999, 'nov': 82.30999999999997, 'dec': 194.20500000000044}"
Blantyre,Malawi,"CHILEKA, MI",GHCND:MI000067693,"{'jan': 5.5, 'feb': 4.8, 'mar': 3.4, 'apr': 1.1, 'may': 0.35, 'jun': 0.25, 'jul': 0.25, 'aug': 0.0, 'sep': 0.15, 'oct': 0.6, 'nov': 2.35, 'dec': 4.05}","{'jan': 81.215, 'feb': 71.55, 'mar': 51.98499999999998, 'apr': 10.905000000000001, 'may': 2.2699999999999996, 'jun': 0.505, 'jul': 5.4, 'aug': 0.0, 'sep': 0.38499999999999995, 'oct': 4.414999999999999, 'nov': 38.01000000000001, 'dec': 60.084999999999994}"
Mzuzu,Malawi,"BOLERO, MI",GHCND:MI000067424,"{'jan': 14.9, 'feb': 12.15, 'mar': 11.55, 'apr': 4.95, 'may': 1.3, 'jun': 0.5, 'jul': 0.2, 'aug': 0.05, 'sep': 0.05, 'oct': 0.9, 'nov': 4.35, 'dec': 12.1}","{'jan': 171.81500000000005, 'feb': 147.37000000000003, 'mar': 115.00999999999995, 'apr': 33.204999999999984, 'may': 5.604999999999999, 'jun': 0.985, 'jul': 0.6849999999999999, 'aug': 0.08, 'sep': 0.485, 'oct': 9.184999999999999, 'nov': 45.86999999999997, 'dec': 149.49500000000006}"
Ségou,Mali,"NARA KEIBANE, ML",GHCND:MLM00061233,"{'jan': 0.05, 'feb': 0.05, 'mar': 0.05, 'apr': 0.05, 'may': 1.35, 'jun': 2.8, 'jul': 4.8, 'aug': 5.7, 'sep': 4.0, 'oct': 0.65, 'nov': 0.1, 'dec': 0.05}","{'jan': 0.1, 'feb': 0.075, 'mar': 0.09, 'apr': 0.41, 'may': 12.365, 'jun': 23.410000000000007, 'jul': 59.05500000000001, 'aug': 90.69000000000001, 'sep': 52.67, 'oct': 4.8149999999999995, 'nov': 1.2100000000000002, 'dec': 6.325}"
Timbuktu,Mali,"TOMBOUCTOU, ML",GHCND:ML000061223,"{'jan': 0.0, 'feb': 0.1, 'mar': 0.05, 'apr': 0.05, 'may': 0.15, 'jun': 0.55, 'jul': 1.45, 'aug': 2.45, 'sep': 1.2, 'oct': 0.25, 'nov': 0.0, 'dec': 0.0}","{'jan': 0.015, 'feb': 0.2, 'mar': 0.05, 'apr': 0.21999999999999997, 'may': 1.0050000000000001, 'jun': 4.840000000000001, 'jul': 15.660000000000002, 'aug': 50.27499999999999, 'sep': 16.120000000000005, 'oct': 1.6149999999999998, 'nov': 0.025, 'dec': 0.025}"
Bamako,Mali,"SENOU, ML",GHCND:MLM00061291,"{'jan': 0.1, 'feb': 0.0, 'mar': 0.25, 'apr': 1.4, 'may': 3.85, 'jun': 6.5, 'jul': 9.5, 'aug': 11.65, 'sep': 8.5, 'oct': 3.45, 'nov': 0.15, 'dec': 0.0}","{'jan': 0.48500000000000004, 'feb': 0.0, 'mar': 2.195, 'apr': 14.155000000000005, 'may': 74.07999999999997, 'jun': 87.78499999999997, 'jul': 181.04999999999993, 'aug': 197.425, 'sep': 137.16000000000003, 'oct': 32.705, 'nov': 1.3, 'dec': 0.0}"
Nouadhibou,Mauritania,"NOUADHIBOU, MR",GHCND:MR000061415,"{'jan': 0.15, 'feb': 0.15, 'mar': 0.0, 'apr': 0.1, 'may': 0.05, 'jun': 0.0, 'jul': 0.0, 'aug': 0.1, 'sep': 0.3, 'oct': 0.15, 'nov': 0.1, 'dec': 0.1}","{'jan': 0.25, 'feb': 3.6049999999999995, 'mar': 0.065, 'apr': 8.66, 'may': 4.0, 'jun': 0.0, 'jul': 0.0, 'aug': 0.39499999999999996, 'sep': 1.28, 'oct': 2.7350000000000003, 'nov': 0.16499999999999998, 'dec': 3.2}"
Nouakchott,Mauritania,"NOUAKCHOTT, MR",GHCND:MR000001442,"{'jan': 0.05, 'feb': 0.05, 'mar': 0.0, 'apr': 0.0, 'may': 0.05, 'jun': 0.4, 'jul': 0.15, 'aug': 1.45, 'sep': 2.0, 'oct': 0.3, 'nov': 0.15, 'dec': 0.05}","{'jan': 1.955, 'feb': 0.1, 'mar': 0.04, 'apr': 0.0, 'may': 3.745, 'jun': 1.9799999999999998, 'jul': 3.145, 'aug': 15.895, 'sep': 46.075, 'oct': 2.505, 'nov': 1.89, 'dec': 0.05}"
Ifrane,Morocco,"BASSATINE, MO",GHCND:MOM00060150,"{'jan': 5.9, 'feb': 5.6, 'mar': 6.15, 'apr': 5.2, 'may': 3.25, 'jun': 0.85, 'jul': 0.3, 'aug': 0.25, 'sep': 2.05, 'oct': 4.2, 'nov': 5.85, 'dec': 5.65}","{'jan': 50.19500000000001, 'feb': 45.12500000000001, 'mar': 51.760000000000026, 'apr': 47.27000000000001, 'may': 36.065000000000005, 'jun': 3.5799999999999996, 'jul': 0.675, 'aug': 0.8, 'sep': 19.82500000000001, 'oct': 43.00500000000001, 'nov': 56.425, 'dec': 50.28000000000002}"
Rabat,Morocco,"SALE, MO",GHCND:MOM00060135,"{'jan': 6.3, 'feb': 4.65, 'mar': 6.15, 'apr': 3.7, 'may': 2.45, 'jun': 0.65, 'jul': 0.1, 'aug': 0.15, 'sep': 1.6, 'oct': 3.65, 'nov': 5.65, 'dec': 5.45}","{'jan': 70.10999999999999, 'feb': 42.07, 'mar': 64.07500000000002, 'apr': 34.02999999999999, 'may': 20.535000000000004, 'jun': 1.9299999999999997, 'jul': 0.37, 'aug': 0.38499999999999995, 'sep': 17.185, 'oct': 38.945, 'nov': 74.105, 'dec': 61.55999999999999}"
Marrakesh,Morocco,"MENARA, MO",GHCND:MOM00060230,"{'jan': 2.65, 'feb': 3.5, 'mar': 3.85, 'apr': 2.05, 'may': 1.7, 'jun': 0.55, 'jul': 0.45, 'aug': 0.9, 'sep': 1.35, 'oct': 1.85, 'nov': 3.6, 'dec': 3.15}","{'jan': 18.590000000000003, 'feb': 20.960000000000004, 'mar': 24.500000000000014, 'apr': 18.07, 'may': 10.954999999999998, 'jun': 2.5300000000000002, 'jul': 11.235, 'aug': 5.634999999999999, 'sep': 15.580000000000004, 'oct': 14.075, 'nov': 28.44500000000001, 'dec': 17.73500000000001}"
Ouarzazate,Morocco,"OUARZAZATE, MO",GHCND:MO000060265,"{'jan': 0.85, 'feb': 1.55, 'mar': 1.35, 'apr': 0.7, 'may': 0.7, 'jun': 0.6, 'jul': 0.5, 'aug': 1.7, 'sep': 1.6, 'oct': 1.2, 'nov': 1.15, 'dec': 0.95}","{'jan': 5.334999999999999, 'feb': 17.830000000000002, 'mar': 10.214999999999998, 'apr': 3.6450000000000005, 'may': 6.540000000000001, 'jun': 4.419999999999999, 'jul': 1.75, 'aug': 6.054999999999998, 'sep': 18.255000000000003, 'oct': 8.325, 'nov': 8.830000000000002, 'dec': 5.25}"
Maputo,Mozambique,"MAPUTO, MZ",GHCND:MZM00067341,"{'jan': 6.2, 'feb': 5.4, 'mar': 4.25, 'apr': 3.3, 'may': 1.65, 'jun': 1.1, 'jul': 1.2, 'aug': 0.95, 'sep': 1.9, 'oct': 4.35, 'nov': 5.1, 'dec': 5.4}","{'jan': 128.37499999999994, 'feb': 74.44999999999996, 'mar': 52.06500000000001, 'apr': 44.16, 'may': 22.619999999999997, 'jun': 11.379999999999999, 'jul': 17.99, 'aug': 8.495000000000001, 'sep': 16.875, 'oct': 47.95500000000001, 'nov': 61.64999999999998, 'dec': 95.31999999999996}"
Niamey,Niger,"NIAMEY AERO, NG",GHCND:NG000001052,"{'jan': 0.0, 'feb': 0.0, 'mar': 0.0, 'apr': 0.6, 'may': 1.45, 'jun': 4.1, 'jul': 7.45, 'aug': 8.95, 'sep': 4.85, 'oct': 0.95, 'nov': 0.05, 'dec': 0.0}","{'jan': 0.0, 'feb': 0.025, 'mar': 0.03, 'apr': 6.025, 'may': 16.880000000000003, 'jun': 71.77499999999996, 'jul': 99.54999999999997, 'aug': 156.70999999999992, 'sep': 54.13000000000001, 'oct': 11.344999999999999, 'nov': 3.1100000000000003, 'dec': 0.025}"
Lagos,Nigeria,"MURTALA MUHAMMED, NI",GHCND:NIM00065201,"{'jan': 0.15, 'feb': 0.25, 'mar': 0.65, 'apr': 0.6, 'may': 1.55, 'jun': 3.6, 'jul': 2.55, 'aug': 1.8, 'sep': 2.4, 'oct': 1.9, 'nov': 1.05, 'dec': 0.2}","{'jan': 4.915, 'feb': 6.3149999999999995, 'mar': 15.745, 'apr': 12.76, 'may': 67.61999999999999, 'jun': 107.62, 'jul': 87.22999999999999, 'aug': 24.345000000000002, 'sep': 50.71, 'oct': 66.755, 'nov': 43.86, 'dec': 4.0200000000000005}"
Jos,Nigeria,"YAKUBU GOWON, NI",GHCND:NIM00065134,"{'jan': 0.0, 'feb': 0.0, 'mar': 0.0, 'apr': 0.0, 'may': 0.05, 'jun': 0.1, 'jul': 0.1, 'aug': 0.2, 'sep': 0.15, 'oct': 0.0, 'nov': 0.0, 'dec': 0.0}","{'jan': 0.0, 'feb': 0.0, 'mar': 0.0, 'apr': 0.0, 'may': 1.55, 'jun': 1.8050000000000002, 'jul': 0.9400000000000001, 'aug': 1.7550000000000001, 'sep': 0.8, 'oct': 0.0, 'nov': 0.0, 'dec': 0.0}"
Kano,Nigeria,"MAGARIA, NG",GHCND:NGM00061091,"{'jan': 0.0, 'feb': 0.1, 'mar': 0.0, 'apr': 0.4, 'may': 1.55, 'jun': 3.95, 'jul': 6.85, 'aug': 9.9, 'sep': 4.35, 'oct': 0.95, 'nov': 0.0, 'dec': 0.05}","{'jan': 0.0, 'feb': 1.7399999999999998, 'mar': 0.0, 'apr': 3.875, 'may': 17.685, 'jun': 60.654999999999994, 'jul': 117.44499999999996, 'aug': 159.505, 'sep': 54.235, 'oct': 7.734999999999998, 'nov': 0.0, 'dec': 0.15}"
Sokoto,Nigeria,"BIRNI N KONNI, NG",GHCND:NG000001075,"{'jan': 0.0, 'feb': 0.0, 'mar': 0.0, 'apr': 0.4, 'may': 1.15, 'jun': 4.5, 'jul': 5.8, 'aug': 8.15, 'sep': 4.5, 'oct': 1.2, 'nov': 0.0, 'dec': 0.1}","{'jan': 0.0, 'feb': 0.0, 'mar': 0.0, 'apr': 6.325000000000001, 'may': 19.98, 'jun': 47.485000000000014, 'jul': 80.75499999999995, 'aug': 118.06999999999991, 'sep': 62.40499999999999, 'oct': 10.16, 'nov': 0.0, 'dec': 4.255}"
Brazzaville,Republic of the Congo,"BRAZZAVILLE, CF",GHCND:CF000004450,"{'jan': 6.85, 'feb': 5.9, 'mar': 5.95, 'apr': 7.9, 'may': 6.1, 'jun': 0.5, 'jul': 0.2, 'aug': 0.5, 'sep': 2.1, 'oct': 6.7, 'nov': 12.1, 'dec': 10.75}","{'jan': 131.07999999999996, 'feb': 120.26999999999995, 'mar': 120.41999999999999, 'apr': 144.08999999999997, 'may': 112.18499999999995, 'jun': 4.985, 'jul': 0.315, 'aug': 5.149999999999999, 'sep': 21.505000000000006, 'oct': 122.18499999999997, 'nov': 239.76499999999996, 'dec': 198.50000000000006}"
Pointe-Noire,Republic of the Congo,"POINTE NOIRE, CF",GHCND:CF000004400,"{'jan': 9.2, 'feb': 8.05, 'mar': 8.3, 'apr': 5.8, 'may': 2.6, 'jun': 0.25, 'jul': 0.25, 'aug': 1.1, 'sep': 3.3, 'oct': 8.95, 'nov': 10.1, 'dec': 8.85}","{'jan': 172.48000000000005, 'feb': 152.40999999999994, 'mar': 152.34499999999997, 'apr': 101.80499999999994, 'may': 39.015, 'jun': 0.6750000000000002, 'jul': 6.269999999999999, 'aug': 13.220000000000002, 'sep': 17.820000000000018, 'oct': 108.55499999999988, 'nov': 164.02999999999997, 'dec': 143.37999999999994}"
Dolisie,Republic of the Congo,"DOLISIE, CF",GHCND:CF000004401,"{'jan': 4.2, 'feb': 2.1, 'mar': 3.55, 'apr': 4.95, 'may': 3.85, 'jun': 0.0, 'jul': 0.0, 'aug': 0.0, 'sep': 0.35, 'oct': 2.3, 'nov': 5.3, 'dec': 5.35}","{'jan': 51.165000000000006, 'feb': 33.480000000000004, 'mar': 60.46, 'apr': 86.46999999999997, 'may': 51.23, 'jun': 0.04, 'jul': 0.0, 'aug': 0.0, 'sep': 1.3699999999999999, 'oct': 30.975, 'nov': 77.49999999999999, 'dec': 62.69999999999997}"
Dakar,Senegal,"DAKAR YOFF, SG",GHCND:SG000061641,"{'jan': 0.0, 'feb': 0.1, 'mar': 0.1, 'apr': 0.0, 'may': 0.0, 'jun': 0.45, 'jul': 2.95, 'aug': 8.8, 'sep': 9.5, 'oct': 1.9, 'nov': 0.05, 'dec': 0.2}","{'jan': 0.0, 'feb': 0.215, 'mar': 0.2, 'apr': 0.0, 'may': 0.0, 'jun': 7.594999999999999, 'jul': 37.81499999999998, 'aug': 183.435, 'sep': 151.70999999999995, 'oct': 19.995000000000005, 'nov': 0.27999999999999997, 'dec': 11.81}"
Thiès,Senegal,"BANJUL INTERNATIONAL, GA",GHCND:GAM00061701,"{'jan': 0.1, 'feb': 0.0, 'mar': 0.0, 'apr': 0.0, 'may': 0.25, 'jun': 1.6, 'jul': 6.8, 'aug': 11.05, 'sep': 9.2, 'oct': 2.1, 'nov': 0.15, 'dec': 0.0}","{'jan': 0.2, 'feb': 0.0, 'mar': 0.0, 'apr': 0.0, 'may': 3.2, 'jun': 30.345000000000006, 'jul': 138.54499999999996, 'aug': 251.11499999999992, 'sep': 214.35999999999999, 'oct': 31.580000000000005, 'nov': 1.8399999999999999, 'dec': 0.0}"
Pretoria,South Africa,"DURBAN ROODEPOORT DEEP GM, SF",GHCND:SF004756110,"{'jan': 11.15, 'feb': 8.6, 'mar': 9.05, 'apr': 4.5, 'may': 1.2, 'jun': 1.05, 'jul': 0.6, 'aug': 1.95, 'sep': 2.8, 'oct': 7.8, 'nov': 10.25, 'dec': 10.65}","{'jan': 143.55000000000004, 'feb': 87.78499999999997, 'mar': 100.03999999999999, 'apr': 35.365, 'may': 5.580000000000001, 'jun': 7.85, 'jul': 4.475, 'aug': 12.890000000000004, 'sep': 29.4, 'oct': 82.37000000000002, 'nov': 99.69500000000002, 'dec': 120.63999999999994}"
Cape Town,South Africa,"MALMESBURY, SF",GHCND:SF000414170,"{'jan': 1.25, 'feb': 0.95, 'mar': 1.55, 'apr': 2.8, 'may': 4.25, 'jun': 7.4, 'jul': 6.2, 'aug': 6.4, 'sep': 4.75, 'oct': 2.5, 'nov': 2.55, 'dec': 1.2}","{'jan': 8.180000000000003, 'feb': 3.8199999999999994, 'mar': 8.275, 'apr': 15.455000000000016, 'may': 27.125000000000007, 'jun': 56.22499999999995, 'jul': 43.61499999999996, 'aug': 44.65499999999994, 'sep': 23.960000000000004, 'oct': 13.640000000000011, 'nov': 23.0, 'dec': 6.389999999999997}"
Johannesburg,South Africa,"SCHIKFONTEIN, SF",GHCND:SF004393960,"{'jan': 10.25, 'feb': 6.95, 'mar': 6.45, 'apr': 3.6, 'may': 0.95, 'jun': 0.6, 'jul': 0.5, 'aug': 1.1, 'sep': 3.05, 'oct': 6.5, 'nov': 9.35, 'dec': 10.15}","{'jan': 123.03000000000002, 'feb': 92.34, 'mar': 79.44999999999999, 'apr': 39.525, 'may': 4.955, 'jun': 5.91, 'jul': 2.55, 'aug': 13.725, 'sep': 31.275, 'oct': 75.25, 'nov': 96.245, 'dec': 114.785}"
Bloemfontein,South Africa,"BLOEMFONTEIN AIRPOR, SF",GHCND:SF002613650,"{'jan': 6.95, 'feb': 6.85, 'mar': 5.1, 'apr': 4.9, 'may': 2.2, 'jun': 1.5, 'jul': 0.2, 'aug': 0.9, 'sep': 1.15, 'oct': 3.1, 'nov': 4.05, 'dec': 6.2}","{'jan': 62.129999999999896, 'feb': 69.97499999999991, 'mar': 59.79499999999994, 'apr': 44.97999999999992, 'may': 13.295000000000012, 'jun': 12.570000000000004, 'jul': 1.1950000000000003, 'aug': 4.985, 'sep': 7.520000000000001, 'oct': 21.525000000000006, 'nov': 50.584999999999965, 'dec': 49.57499999999992}"
Upington,South Africa,"UPINGTON AGR., SF",GHCND:SF003174470,"{'jan': 4.85, 'feb': 4.5, 'mar': 3.4, 'apr': 2.9, 'may': 1.35, 'jun': 0.85, 'jul': 0.2, 'aug': 0.45, 'sep': 0.45, 'oct': 1.4, 'nov': 1.95, 'dec': 2.65}","{'jan': 44.83499999999998, 'feb': 43.874999999999986, 'mar': 37.29, 'apr': 26.295000000000005, 'may': 12.260000000000005, 'jun': 10.355, 'jul': 1.2150000000000003, 'aug': 1.1300000000000003, 'sep': 2.97, 'oct': 13.900000000000002, 'nov': 12.490000000000002, 'dec': 20.540000000000013}"
Durban,South Africa,"DURBAN INTERNATIONAL, SF",GHCND:SFM00068588,"{'jan': 8.9, 'feb': 7.0, 'mar': 7.2, 'apr': 5.5, 'may': 2.4, 'jun': 1.9, 'jul': 2.35, 'aug': 2.6, 'sep': 6.45, 'oct': 8.3, 'nov': 10.2, 'dec': 11.15}","{'jan': 91.74999999999989, 'feb': 80.26999999999988, 'mar': 79.69499999999987, 'apr': 68.54499999999993, 'may': 36.24499999999997, 'jun': 23.685000000000002, 'jul': 39.774999999999984, 'aug': 21.840000000000018, 'sep': 57.04999999999993, 'oct': 68.09499999999989, 'nov': 98.71999999999986, 'dec': 107.14999999999986}"
Juba,South Sudan,"JUBA, OD",GHCND:SU000062941,"{'jan': 0.15, 'feb': 0.2, 'mar': 0.25, 'apr': 0.25, 'may': 0.45, 'jun': 0.3, 'jul': 0.35, 'aug': 0.35, 'sep': 0.25, 'oct': 0.35, 'nov': 0.15, 'dec': 0.15}","{'jan': 2.8600000000000003, 'feb': 4.42, 'mar': 2.795, 'apr': 1.3050000000000002, 'may': 5.569999999999999, 'jun': 1.545, 'jul': 3.3600000000000003, 'aug': 1.9, 'sep': 1.405, 'oct': 2.0149999999999997, 'nov': 0.505, 'dec': 9.325}"
Las Palmas de Gran Canaria,Spain,"LAS PALMAS DE GRAN CANARIA GAN, SP",GHCND:SPE00120215,"{'jan': 2.75, 'feb': 3.35, 'mar': 2.05, 'apr': 1.15, 'may': 0.4, 'jun': 0.1, 'jul': 0.0, 'aug': 0.25, 'sep': 0.85, 'oct': 2.4, 'nov': 3.05, 'dec': 3.6}","{'jan': 20.225, 'feb': 24.925000000000008, 'mar': 8.514999999999999, 'apr': 4.06, 'may': 1.025, 'jun': 0.225, 'jul': 0.025, 'aug': 0.6199999999999999, 'sep': 2.905, 'oct': 19.735000000000007, 'nov': 14.460000000000003, 'dec': 15.905000000000001}"
Port Sudan,Sudan,"ABU HAMED, SU",GHCND:SU000062640,"{'jan': 1.35, 'feb': 1.5, 'mar': 1.5, 'apr': 0.8, 'may': 0.85, 'jun': 1.15, 'jul': 0.8, 'aug': 1.2, 'sep': 1.5, 'oct': 1.05, 'nov': 0.9, 'dec': 1.4}","{'jan': 89.22999999999999, 'feb': 99.68999999999997, 'mar': 99.91999999999999, 'apr': 52.839999999999996, 'may': 55.269999999999996, 'jun': 76.92000000000002, 'jul': 42.175, 'aug': 64.74000000000001, 'sep': 97.28, 'oct': 66.975, 'nov': 60.09499999999999, 'dec': 93.43999999999997}"
Khartoum,Sudan,"KHARTOUM, SU",GHCND:SU000062721,"{'jan': 1.05, 'feb': 1.2, 'mar': 1.35, 'apr': 0.85, 'may': 1.05, 'jun': 1.1, 'jul': 1.25, 'aug': 1.05, 'sep': 0.95, 'oct': 0.9, 'nov': 0.6, 'dec': 0.8}","{'jan': 69.33500000000001, 'feb': 81.59999999999998, 'mar': 91.13999999999997, 'apr': 53.375, 'may': 61.55000000000001, 'jun': 70.83, 'jul': 59.165000000000006, 'aug': 45.81000000000001, 'sep': 45.75000000000001, 'oct': 53.78500000000001, 'nov': 38.525, 'dec': 51.870000000000005}"
